,50.0,55.10204081632653,60.20408163265306,65.3061224489796,70.40816326530611,75.51020408163265,80.61224489795919,85.71428571428572,90.81632653061224,95.91836734693877,101.0204081632653,106.12244897959184,111.22448979591837,116.3265306122449,121.42857142857143,126.53061224489795,131.6326530612245,136.73469387755102,141.83673469387753,146.9387755102041,152.0408163265306,157.14285714285714,162.24489795918367,167.34693877551018,172.44897959183675,177.55102040816325,182.6530612244898,187.75510204081633,192.85714285714286,197.9591836734694,203.0612244897959,208.16326530612244,213.26530612244898,218.3673469387755,223.46938775510205,228.57142857142856,233.6734693877551,238.77551020408163,243.87755102040816,248.9795918367347,254.0816326530612,259.1836734693877,264.2857142857143,269.38775510204084,274.48979591836735,279.59183673469386,284.69387755102036,289.7959183673469,294.8979591836735,300.0
15,0.7050267422378736,0.7050267453692035,0.705026505459416,0.7050265057830334,0.705026505501387,0.7050265047382024,0.7050265035856629,0.7050263327733967,0.7050263314702028,0.7050263300108016,0.7050263284190411,0.7050263266199421,0.705026324818168,0.7050263229317909,0.7050263209715482,0.705026203595422,0.7050262020743946,0.7050262005176692,0.7050261989291229,0.7050261973120903,0.7050261956694571,0.705026194003731,0.7050261923171031,0.7050261906114956,0.7050261888886027,0.7050261871499217,0.7050261853967835,0.7050261836303711,0.7050261068361438,0.7050261055378618,0.7050261042322651,0.705026102919894,0.7050261016012377,0.7050261002767373,0.7050260989467965,0.7050260976117801,0.7050260962720217,0.7050260949278271,0.7050260935794757,0.7050260922272236,0.7050260908713073,0.7050260895119428,0.705026088149332,0.7050260867836583,0.705026085415094,0.7050260840437982,0.7050260826699168,0.7050260812935886,0.705026079914939,0.705026078534088
17,0.6824235890678815,0.6824235950974363,0.6824235989901488,0.6824232553122188,0.6824232558651955,0.6824232557009151,0.682423254956563,0.6824232537364643,0.6824230077681653,0.6824230062905132,0.6824230046142541,0.6824230027682209,0.6824230007759292,0.6824229986567432,0.6824229964267555,0.6824229940994491,0.6824229916862051,0.682422821256923,0.6824228193776724,0.6824228174554113,0.682422815494491,0.6824228134986992,0.6824228114713408,0.6824228094153179,0.6824228073331859,0.6824228052272081,0.6824228030993906,0.6824228009515216,0.6824227987852,0.6824227966018586,0.682422794402785,0.6824227921891411,0.6824226798587513,0.6824226782253879,0.6824226765837551,0.6824226749344092,0.6824226732778568,0.6824226716145618,0.6824226699449487,0.6824226682694069,0.682422666588295,0.6824226649019429,0.6824226632106547,0.6824226615147119,0.6824226598143749,0.6824226581098845,0.6824226564014645,0.6824226546893233,0.6824226529736543,0.6824226512546379
19,0.6458318127821138,0.6458318175866962,0.645831820479921,0.6458318219137908,0.6458315225184611,0.6458315219397356,0.6458315208430223,0.6458315193216037,0.6458315174476496,0.645831515277868,0.645831303109156,0.6458313011439575,0.6458312990483867,0.6458312968397261,0.645831294532334,0.6458312921382382,0.6458312896675901,0.6458312871290162,0.645831284529894,0.6458312818765726,0.645831137321126,0.6458311353080197,0.6458311332668284,0.6458311312001349,0.6458311291102171,0.6458311269990874,0.6458311248685329,0.6458311227201456,0.6458311205553487,0.6458311183754163,0.6458311161814954,0.6458311139746192,0.6458311117557214,0.6458311095256493,0.6458311072851707,0.6458311050349855,0.6458310121317578,0.6458310104782414,0.6458310088191127,0.645831007154717,0.6458310054853734,0.6458310038113748,0.6458310021329916,0.6458310004504744,0.6458309987640536,0.6458309970739435,0.6458309953803436,0.6458309936834382,0.6458309919833993,0.6458309902803876
21,0.5972162963893585,0.5972159704754365,0.5972159721071469,0.5972159725557531,0.5972159720812269,0.5972157363831408,0.5972157349686109,0.5972157332109039,0.5972157311684471,0.5972157288871311,0.5972157264034957,0.5972157237469972,0.597215559197179,0.5972155570254631,0.5972155547742625,0.5972155524532778,0.5972155500706918,0.5972155476334573,0.5972155451475195,0.5972155426179911,0.5972155400492947,0.5972155374452732,0.5972154272907816,0.597215425339205,0.5972154233689945,0.5972154213817663,0.5972154193789576,0.5972154173618456,0.5972154153315729,0.5972154132891634,0.5972154112355369,0.5972154091715235,0.5972154070978718,0.5972154050152625,0.5972154029243101,0.5972154008255773,0.5972153987195761,0.5972153966067746,0.5972153944876011,0.5972153923624486,0.5972153247014763,0.5972153231442966,0.5972153215836098,0.5972153200196152,0.5972153184524982,0.5972153168824302,0.5972153153095702,0.5972153137340659,0.5972153121560548,0.5972153105756661
23,0.5379381608962174,0.5379381637156396,0.5379379235775457,0.5379379233258247,0.5379379223808012,0.5379379208848296,0.537937749492788,0.5379377477372428,0.537937745768685,0.5379377436215235,0.5379377413231425,0.5379377388956058,0.5379377363568895,0.5379376183281857,0.5379376163199864,0.537937614259818,0.5379376121537864,0.5379376100070795,0.5379376078241294,0.5379376056087486,0.5379376033642325,0.5379376010934454,0.5379375987988875,0.5379375964827514,0.5379375941469687,0.537937517751657,0.5379375160169241,0.5379375142715872,0.5379375125164937,0.5379375107524038,0.5379375089800004,0.5379375071998987,0.5379375054126545,0.5379375036187725,0.537937501818709,0.5379375000128803,0.5379374982016669,0.5379374963854151,0.537937494564443,0.5379374927390412,0.5379374909094785,0.5379374890760014,0.537937487238837,0.5379374853981959,0.5379374835542725,0.5379374817072464,0.5379374798572856,0.5379374780045448,0.5379374356122726,0.5379374342577798
25,0.4717581804554666,0.4717581819519726,0.4717580207300468,0.4717580202050411,0.471758019200406,0.471758017814866,0.4717580161218405,0.47175790173231147,0.4717579001076165,0.4717578983599566,0.4717578965082308,0.47175789456765893,0.47175789255063527,0.47175789046735284,0.4717578883262718,0.4717578111012928,0.47175780945090173,0.47175780777264875,0.4717578060695769,0.47175780434430165,0.47175780259908356,0.47175780083588637,0.47175779905642423,0.4717577972622006,0.4717577954545377,0.47175779363460624,0.4717577918034435,0.47175778996197276,0.47175778811101904,0.47175774032326956,0.4717577389553385,0.47175773758215905,0.4717577362041119,0.4717577348215393,0.471757733434754,0.47175773204403965,0.47175773064965515,0.4717577292518366,0.4717577278508012,0.4717577264467471,0.47175772503985736,0.4717577236302995,0.47175772221822876,0.47175772080378847,0.47175771938711064,0.4717577179683182,0.47175771654752485,0.4717577151248367,0.4717577137003514,0.47175771227416136
27,0.4029920349779645,0.40299203589025834,0.4029920360727164,0.4029919367468105,0.4029919360650519,0.4029919351417266,0.4029919340234675,0.40299193274565315,0.40299186293626216,0.40299186178649593,0.4029918605709535,0.4029918592992701,0.40299185797928944,0.4029918566174608,0.4029918552191348,0.4029918537887886,0.40299185233019613,0.40299185084656175,0.40299180484073377,0.4029918037117579,0.40299180257022815,0.4029918014173823,0.4029918002543006,0.40299179908192984,0.40299179790110307,0.4029917967125576,0.40299179551694647,0.4029917943148512,0.4029917931067911,0.4029917918932315,0.4029917906745902,0.4029917894512438,0.40299178822353293,0.402991786991765,0.40299178575621997,0.4029917845171524,0.4029917832747936,0.402991757032235,0.4029917561153058,0.40299175519648284,0.40299175427588013,0.4029917533536033,0.4029917524297494,0.40299175150440825,0.4029917505776627,0.4029917496495899,0.402991748720261,0.4029917477897422,0.40299174685809547,0.4029917459253778
29,0.3356808031674056,0.33568080411024886,0.33568080462898264,0.3356808048243629,0.33568074943161175,0.33568074918025426,0.33568074881517884,0.33568074835697137,0.3356807478215389,0.33568074722136637,0.33568070818086854,0.335680707637597,0.33568070706605696,0.33568070647001524,0.3356807058525988,0.3356807052164241,0.33568070456369775,0.33568070389629406,0.3356807032158141,0.33568070252363474,0.3356807018209457,0.33568070110878134,0.33568067537223095,0.33568067482505115,0.3356806742729076,0.3356806737162323,0.3356806731554084,0.33568067259077694,0.33568067202264207,0.3356806714512775,0.33568067087692816,0.3356806702998149,0.3356806697201374,0.3356806691380768,0.3356806685537972,0.3356806679674476,0.33568066737916463,0.3356806667890726,0.3356806661972855,0.3356806656039081,0.3356806650090363,0.3356806644127585,0.3356806638151566,0.3356806489106854,0.33568064846424917,0.3356806480170328,0.3356806475690783,0.33568064712042445,0.3356806374855553,0.33568063715187374
31,0.2729780659435356,0.27297802892504497,0.2729780300456941,0.2729780309916356,0.2729780318007213,0.2729780036069051,0.2729780040052072,0.2729780043519301,0.2729780046557492,0.27297800492349755,0.27297800516063103,0.2729780053715578,0.27297800555987883,0.2729779844260115,0.2729779845085542,0.2729779845804195,0.2729779846428486,0.2729779846968976,0.27297798474347157,0.2729779847833492,0.272977984817205,0.27297798484562596,0.27297798486912533,0.27297798488815395,0.27297798490310926,0.27297798491434316,0.27297798492216835,0.2729779849268628,0.27297798492867625,0.2729779849278318,0.2729779849245308,0.2729779849189543,0.27297796939755603,0.27297796937319324,0.2729779693475395,0.2729779693206812,0.2729779584230676,0.2729779583900584,0.2729779583563531,0.27297795832199473,0.27297795828702304,0.27297795067494096,0.2729779506405501,0.27297795060579805,0.272977950570705,0.27297795053528967,0.27297795049957013,0.2729779452196835,0.2729779451877275,0.2729779451555891
